alpha_matrix_11,nu_matrix_11,sigma_matrix_11,alpha_matrix_12,nu_matrix_12,sigma_matrix_12,alpha_matrix_13,nu_matrix_13,sigma_matrix_13,alpha_matrix_22,nu_matrix_22,sigma_matrix_22,alpha_matrix_23,nu_matrix_23,sigma_matrix_23,alpha_matrix_33,nu_matrix_33,sigma_matrix_33
2.220446049250313e-16,0.9782018725934203,0.7998048864012057,0.9372328520320768,1.878728325257151,-3.8463584099529004e-20,0.9388217218957605,1.5136358043765026,-2.506913122177856e-14,2.220446049250313e-16,1.0209258782249806,1.0783232212222469,0.9388217218957605,1.5349978071922827,-9.066123680880581e-14,0.07721148327988359,0.29074083646368376,0.998195786552445
0.026602293184639247,1.8512409439249675,1.0319668809007305,0.900606269404969,3.5883042160722463,-1.3575773945056323e-32,0.9008400583915838,1.8218390890981644,-4.054865594137853e-33,0.03841383839698609,3.7053674882195247,1.1486787239289273,0.9010531512024172,2.7489023612454426,-6.1306521622949905e-33,0.04814498523441946,0.17243723427136104,0.930698852572839
0.051365984672041454,3.765748414805768,1.0237311290716096,0.25350320815443933,5.392817107072931,-1.1032897381754083e-27,0.25481455778364764,5.316920012549565,-7.8455027952865835e-28,0.0025887162889414173,2.00098704024213,1.0684350745055289,0.25221930416568833,4.434539325267745,-3.6394633117908423e-29,0.036604181179073825,1.8491928511953954,1.025085263694904
0.09022951620933695,0.0260580360086885,1.1100810723714185,0.9340902896472065,1.3943803822079284,-2.577316338643752e-33,0.9340902896472065,1.3928636237432395,-2.5793569692381458e-33,2.220446049250313e-16,1.0249791353802387,0.8419586480246917,0.931908786531985,1.8923241734290146,-2.335170537624588e-33,2.220446049250313e-16,1.0219456184508608,1.0333129072284892
0.035857286952510226,3.818589327017502,0.7301736194431718,0.9183299246657883,3.242014486586382,-7.453871750887455e-09,0.9183299246657883,3.2638037718086994,-7.607454827313859e-09,2.220446049250313e-16,0.9800505528626492,1.0924324638158758,0.917979835302974,1.844534384731273,-3.1878468073637592e-09,2.220446049250313e-16,1.0236291233072843,1.1579006380266008
2.220446049250313e-16,1.0224446452266958,0.9507065841056331,0.9047074396251678,3.234622031448057,-1.2871323102516849e-30,0.9043462348670971,1.8397907952299852,-3.8122704517175416e-33,0.036150761951354915,3.811543006607221,0.956569467362971,0.9047074396251678,3.234339975920248,-1.286781504039036e-30,2.220446049250313e-16,1.0218805341710782,0.985457340337436
2.220446049250313e-16,1.0238299485721973,1.1159582224934905,0.9725606970019226,2.43591547571985,-1.2134247050531176e-08,0.9731680171081389,0.7330880153193883,-7.941134803867953e-21,0.03236165081763043,3.8480008217490274,0.9399201747058967,0.9734370178619715,2.145173451907803,-7.653477749046167e-21,0.05840065737888156,0.44234590094810394,0.8881234315845309
2.220446049250313e-16,1.0210219201312598,1.0861442456164756,0.9047401882607324,3.1837139472947698,-1.7127457826374914e-09,0.9042483302035362,1.839189433980747,-6.688182769728582e-09,0.042184489523568236,3.711071126782187,0.9497203401590814,0.9047401882607324,3.1842140373062104,-1.713554838362321e-09,2.220446049250313e-16,1.022022100154141,0.9135446582866963
2.220446049250313e-16,1.0218972072538473,0.9204506117829506,0.9060675333807294,1.3415804453274427,-2.7649654157624806e-30,0.9043359046779209,1.8410017823623486,-3.811619741881225e-33,0.07918265664911017,0.024347263205186653,1.3080345071472537,0.9060675333807294,1.3422268103380184,-2.76409029304597e-30,2.220446049250313e-16,1.0231899372749986,0.9915983099835606
0.0067441275445732085,0.11020081054563136,1.043309442778654,0.9000126341491929,1.3760990993708115,-4.343555366650667e-33,0.9002383657111861,1.0207350450235528,-5.584282354898346e-33,2.220446049250313e-16,1.0219973883632034,0.9859185060092851,0.9002257347300057,1.4766333339323388,-4.1898603330026766e-33,0.028508716918812405,0.3112692796686862,0.9848643776757822
